Iteration	Y	var_1	var_2
1.0	0.961448573802	1.13823449681	-0.95247746085
2.0	0.798920248354	-1.42351861553	0.498646150262
3.0	0.383132474479	-0.816456762505	0.618028655635
4.0	5.04419681091	0.729459239935	-1.28916699201
5.0	1.12896914808	0.689917885808	0.449745032635
6.0	36.3277814594	-2.42777416413	-1.55423099065
7.0	46.7758560137	-1.63852224559	2.0
8.0	107.558920713	3.0	-0.322663274461
9.0	-0.207944525046	0.139855460923	-0.258396970067
10.0	0.63606186414	0.755356608728	-0.463375174173
11.0	2.04173716431	-0.904508438696	0.00823243927564
12.0	-0.429951384974	0.0658820985519	0.369527904833
13.0	0.614395535799	0.408256002925	0.0903564384233
14.0	0.287410895601	0.225851309329	0.98261360096
15.0	-0.491259354793	0.281153260596	0.652483622337
16.0	-0.536416450307	-0.323344944584	0.508840387975
17.0	0.32722554714	0.837083431956	-0.825570543757
18.0	0.187772032269	-0.257608564497	0.103005946306
19.0	107.890359819	-3.0	0.255304303528
20.0	51.5598599656	-0.836922724795	-2.0
21.0	51.0218218861	0.725221329126	2.0
22.0	-0.849710418905	-0.124794008883	0.848805449437
23.0	1.29499263661	-1.16131716015	0.428637135151
24.0	1.00265744658	-0.637917392791	1.04116903108
25.0	-0.978825761303	0.0260418114214	0.708422941124
26.0	46.9466521914	1.57207329787	-2.0
27.0	0.558377238611	-1.17110370933	0.823516843339
28.0	-0.220712204933	-0.271260193999	-0.439301055269
29.0	-0.954340067407	0.194731870312	-0.65047082539
30.0	-0.783319227138	0.0195706887139	-0.512575910718
31.0	-0.506579368758	0.388502337736	-0.552819804603
32.0	-0.659946814373	-0.413162424203	0.770527844599
33.0	2.26708375324	-1.24916726399	-0.503173259322
34.0	1.16637386675	-0.726078916696	-0.516647252834
35.0	-0.97845547236	-0.161205585143	0.650241734236
36.0	-0.612548549936	0.394966831264	-0.82923254236
37.0	-0.919894015575	-0.0746476042206	-0.727863869986
38.0	-1.01597426065	0.0901049686169	-0.755136851376
39.0	-0.991933566484	0.0179731385179	-0.657142156883
40.0	-0.729653544978	0.094448494811	0.835137657026
41.0	-0.827859069075	-0.0613856715293	0.531245823887
42.0	0.985986748761	1.15130711703	-0.524881032627
43.0	-0.912752930627	0.23470019737	-0.787736296273
44.0	1.97938451568	0.885241602776	-0.0262653397612
